old,new,batch,evidence
auto_check_update_title,page_settings_auto_check_update_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
auto_open_prevent_touch_summary,game_tool_auto_open_prevent_touch_summary,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
auto_open_prevent_touch_title,game_tool_auto_open_prevent_touch_title,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
backupAndRestore,page_settings_backup_and_restore,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
backupConfigToFile,page_settings_backup_config_to_file,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
batch_uninstall_auth_failed,page_uninstall_auth_failed,page,app\src\main\java\com\qimian233\ztool\uninstall\BatchUninstallActivity.kt
batch_uninstall_empty,page_uninstall_empty,page,app\src\main\java\com\qimian233\ztool\uninstall\BatchUninstallActivity.kt
batch_uninstall_result,page_uninstall_result,page,app\src\main\java\com\qimian233\ztool\uninstall\BatchUninstallActivity.kt
batch_uninstall_root_unavailable,page_uninstall_root_unavailable,page,app\src\main\java\com\qimian233\ztool\uninstall\BatchUninstallActivity.kt
batch_uninstall_title,page_uninstall_title,page,app\src\main\AndroidManifest.xml
beautify_ram_info,launcher_beautify_ram_info,scope,app\src\main\java\com\qimian233\ztool\data\keys\PreferenceKeys.kt;app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
beautify_ram_info_summary,launcher_beautify_ram_info_summary,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
block_ota_install_dialog_title,system_update_block_ota_install_dialog_title,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
bootloader,page_home_bootloader,page,app\src\main\java\com\qimian233\ztool\viewmodel\HomeViewModel.kt
bootloader_confirm_message,page_home_bootloader_confirm_message,page,app\src\main\java\com\qimian233\ztool\viewmodel\HomeViewModel.kt
buildCode,page_home_build_code,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
buildVersion,page_home_build_version,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
bypassDocementsUI,safe_center_bypass_docements_ui,scope,app\src\main\java\com\qimian233\ztool\screens\safecenter\SafeCenterSettingsScreen.kt
bypassDocementsUISummary,safe_center_bypass_docements_ui_summary,scope,app\src\main\java\com\qimian233\ztool\screens\safecenter\SafeCenterSettingsScreen.kt
cancel,common_cancel,common,app\src\main\java\com\qimian233\ztool\hook\modules\systemframework\ForceScreenOnOffAnimation.kt;app\src\main\java\com\qimian233\ztool\screens\features\FeaturesRoute.kt;app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
cannot_get_activity,settings_cannot_get_activity,scope,app\src\main\java\com\qimian233\ztool\viewmodel\FloatingWindowViewModel.kt
cannot_get_app_foreground,settings_cannot_get_app_foreground,scope,app\src\main\java\com\qimian233\ztool\viewmodel\FloatingWindowViewModel.kt
changelog_copied,system_update_changelog_copied,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
changelog_full_format,system_update_changelog_full_format,scope,app\src\main\java\com\qimian233\ztool\data\ota\OtaSettingsRepository.kt
clean_search,launcher_clean_search,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
clean_search_summary,launcher_clean_search_summary,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
clock_format_example,system_ui_status_bar_clock_format_example,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
clock_format_help_title,system_ui_status_bar_clock_format_help_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
clock_format_hint,system_ui_status_bar_clock_format_hint,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
clock_format_quick_help_note,system_ui_status_bar_clock_format_quick_help_note,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
clock_format_quick_help_summary,system_ui_status_bar_clock_format_quick_help_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
clock_format_sample,system_ui_status_bar_clock_format_sample,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
clock_format_saved_message,system_ui_status_bar_clock_format_saved_message,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
close_button,settings_close_button,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\magicwindowsearch\searchPage.kt
cloud_folder_auto_dismiss_title,launcher_cloud_folder_auto_dismiss_title,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
config_already_flashed,settings_config_already_flashed,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
config_backup_success,page_settings_config_backup_success,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
config_complete_title,settings_config_complete_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\floatingwindow\FloatingWindow.kt
config_generated,settings_config_generated,scope,app\src\main\java\com\qimian233\ztool\viewmodel\FloatingWindowViewModel.kt
config_generation_error,settings_config_generation_error,scope,app\src\main\java\com\qimian233\ztool\viewmodel\FloatingWindowViewModel.kt
config_not_exists_tips,settings_config_not_exists_tips,scope,app\src\main\java\com\qimian233\ztool\data\settings\MagicWindowSearchRepository.kt
config_options_title,settings_config_options_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\floatingwindow\FloatingWindow.kt
config_restore_success,page_settings_config_restore_success,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
config_suffix,settings_config_suffix,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
config_upgraded_tip_message,page_home_config_upgraded_tip_message,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
config_upgraded_tip_title,page_home_config_upgraded_tip_title,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
configuration_saved_message,system_ui_lock_screen_configuration_saved_message,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
confirm,common_confirm,common,app\src\main\java\com\qimian233\ztool\screens\features\FeaturesRoute.kt;app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt;app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
confirm_button,settings_confirm_button,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
confirm_restore_message,settings_confirm_restore_message,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
confirm_restore_title,settings_confirm_restore_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
continue_button,settings_continue_button,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\floatingwindow\FloatingWindow.kt
controlCenterSummary,system_ui_control_center_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\SystemUISettingsScreen.kt
controlCenterTitle,system_ui_control_center_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\SystemUISettingsScreen.kt
control_center_no_tile_labels_summary,system_ui_control_center_no_tile_labels_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
control_center_no_tile_labels_title,system_ui_control_center_no_tile_labels_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
control_center_settings_title_suffix,system_ui_control_center_title_suffix,scope,app\src\main\java\com\qimian233\ztool\navigation\ZToolNavHost.kt
control_center_tiles,system_ui_control_center_tiles,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
copy_changelog,system_update_copy_changelog,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
copy_download_link,system_update_copy_download_link,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
copy_example_button,system_ui_common_copy_example_button,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt;app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
copy_password,system_update_copy_password,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
credits_github_acceleration,page_settings_credits_github_acceleration,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
credits_github_acceleration_site,page_settings_credits_github_acceleration_site,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
credits_hitokoto_support,page_settings_credits_hitokoto_support,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
credits_hitokoto_support_site,page_settings_credits_hitokoto_support_site,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
credits_unfuck_zui,page_settings_credits_unfuck_zui,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
credits_zuxos_plus,page_settings_credits_zuxos_plus,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
currentSlot,page_home_current_slot,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
current_activity,settings_current_activity,scope,app\src\main\java\com\qimian233\ztool\data\settings\FloatingWindowRepository.kt
current_sn_fmt,system_update_current_sn_fmt,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
current_version_fmt,system_update_current_version_fmt,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
customGridSummary,launcher_custom_grid_summary,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
customGridTitle,launcher_custom_grid_title,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
customLauncherLayoutTitle,launcher_custom_launcher_layout_title,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
custom_charge_animation_land_action_title,system_ui_animation_custom_charge_animation_land_action_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
custom_charge_animation_portrait_action_title,system_ui_animation_custom_charge_animation_portrait_action_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
custom_charge_animation_summary,system_ui_animation_custom_charge_animation_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
custom_charge_animation_title,system_ui_animation_custom_charge_animation_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
custom_charge_animation_video_save_failed,system_ui_animation_custom_charge_animation_video_save_failed,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
custom_charge_animation_video_saved,system_ui_animation_custom_charge_animation_video_saved,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
custom_clock_letter_spacing_title,system_ui_control_center_custom_clock_letter_spacing_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_clock_summary,system_ui_status_bar_custom_clock_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
custom_clock_text_bold_title,system_ui_control_center_custom_clock_text_bold_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_clock_text_color_title,system_ui_control_center_custom_clock_text_color_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_clock_text_size_title,system_ui_control_center_custom_clock_text_size_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_clock_title,system_ui_status_bar_custom_clock_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
custom_control_center_tile_radius,system_ui_control_center_custom_control_center_tile_radius,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_control_center_tile_radius_summary,system_ui_control_center_custom_control_center_tile_radius_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_detector_err,system_framework_custom_detector_err,scope,app\src\main\java\com\qimian233\ztool\data\systemframework\FrameworkSettingsRepository.kt
custom_detector_hint,system_framework_custom_detector_hint,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
custom_label_active_color_summary,system_ui_control_center_custom_label_active_color_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_label_active_color_title,system_ui_control_center_custom_label_active_color_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_label_color_summary,system_ui_control_center_custom_label_color_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_label_color_title,system_ui_control_center_custom_label_color_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_landscapeResult_Summary,settings_custom_landscape_result_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
custom_landscapeResult_Title,settings_custom_landscape_result_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
custom_landscape_view,settings_custom_landscape_view,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
custom_landscape_view_summary,settings_custom_landscape_view_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
custom_qs_active_color_summary,system_ui_common_custom_qs_active_color_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt;app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
custom_qs_active_color_title,system_ui_control_center_custom_qs_active_color_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_qs_color_general_switch,system_ui_control_center_custom_qs_color_general_switch,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_qs_color_summary,system_ui_control_center_custom_qs_color_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_qs_color_title,system_ui_control_center_custom_qs_color_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_second_label_active_color_summary,system_ui_control_center_custom_second_label_active_color_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_second_label_active_color_title,system_ui_control_center_custom_second_label_active_color_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_second_label_color_summary,system_ui_control_center_custom_second_label_color_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
custom_second_label_color_title,system_ui_control_center_custom_second_label_color_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
customize_slider_style_summary,system_ui_control_center_customize_slider_style_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
customize_slider_style_title,system_ui_control_center_customize_slider_style_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
customizedConfirmWithCountdown,page_firstrun_customized_confirm_with_countdown,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt;app\src\main\java\com\qimian233\ztool\utils\CountdownDialog.kt
date_format_example,system_ui_control_center_date_format_example,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
date_format_help_title,system_ui_control_center_date_format_help_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
date_format_quick_help_note,system_ui_control_center_date_format_quick_help_note,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
date_format_quick_help_summary,system_ui_control_center_date_format_quick_help_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
date_format_sample,system_ui_control_center_date_format_sample,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
date_format_saved_message,system_ui_control_center_date_format_saved_message,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
default_allow_autorun_enable_summary,safe_center_default_allow_autorun_enable_summary,scope,app\src\main\java\com\qimian233\ztool\screens\safecenter\SafeCenterSettingsScreen.kt
default_allow_autorun_enable_title,safe_center_default_allow_autorun_enable_title,scope,app\src\main\java\com\qimian233\ztool\screens\safecenter\SafeCenterSettingsScreen.kt
default_allow_autorun_title,safe_center_default_allow_autorun_title,scope,app\src\main\java\com\qimian233\ztool\screens\safecenter\SafeCenterSettingsScreen.kt
default_config_restored,page_settings_default_config_restored,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
default_date_format,system_ui_default_date_format,scope,app\src\main\java\com\qimian233\ztool\data\systemui\ControlCenterSettingsRepository.kt
default_font_description,settings_default_font_description,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
delete,settings_delete,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
delete_all_logs,page_settings_delete_all_logs,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
delete_all_logs_summary,page_settings_delete_all_logs_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
delete_logs_confirmation,page_settings_delete_logs_confirmation,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
delete_logs_failed,page_settings_delete_logs_failed,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
delete_logs_success,page_settings_delete_logs_success,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
delete_success,settings_delete_success,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
desktop_live_wallpaper_land_video_save_failed,system_ui_animation_desktop_live_wallpaper_land_video_save_failed,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
desktop_live_wallpaper_land_video_saved,system_ui_animation_desktop_live_wallpaper_land_video_saved,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
desktop_live_wallpaper_portrait_video_save_failed,system_ui_animation_desktop_live_wallpaper_portrait_video_save_failed,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
desktop_live_wallpaper_portrait_video_saved,system_ui_animation_desktop_live_wallpaper_portrait_video_saved,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
desktop_live_wallpaper_rotation_warning,system_ui_animation_desktop_live_wallpaper_rotation_warning,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
desktop_live_wallpaper_scale_mode_cover,system_ui_animation_desktop_live_wallpaper_scale_mode_cover,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
desktop_live_wallpaper_scale_mode_fit,system_ui_animation_desktop_live_wallpaper_scale_mode_fit,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
desktop_live_wallpaper_scale_mode_title,system_ui_animation_desktop_live_wallpaper_scale_mode_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
desktop_live_wallpaper_select_land,system_ui_animation_desktop_live_wallpaper_select_land,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
desktop_live_wallpaper_select_portrait,system_ui_animation_desktop_live_wallpaper_select_portrait,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
desktop_live_wallpaper_summary,system_ui_animation_desktop_live_wallpaper_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
desktop_live_wallpaper_title,system_ui_animation_desktop_live_wallpaper_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
deviceCodeName,page_home_device_code_name,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
deviceInfo,page_home_device_info,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
dexIndexChannelName,common_dex_index_channel_name,common,app\src\main\java\com\qimian233\ztool\dexindex\base\DexIndexNotifier.kt
dexIndexDialogTitle,common_dex_index_dialog_title,common,app\src\main\java\com\qimian233\ztool\ui\components\DexIndexProgressDialog.kt
dexIndexLastIndexedAt,page_settings_dex_index_last_indexed_at,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
dexIndexNotGenerated,page_settings_dex_index_not_generated,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
dexIndexNotifyDone,common_dex_index_notify_done,common,app\src\main\java\com\qimian233\ztool\dexindex\base\DexIndexNotifier.kt
dexIndexNotifyDoneText,common_dex_index_notify_done_text,common,app\src\main\java\com\qimian233\ztool\dexindex\base\DexIndexNotifier.kt
dexIndexNotifyFailed,common_dex_index_notify_failed,common,app\src\main\java\com\qimian233\ztool\dexindex\base\DexIndexNotifier.kt
dexIndexProgressText,common_dex_index_progress_text,common,app\src\main\java\com\qimian233\ztool\ui\components\DexIndexProgressDialog.kt
dexIndexRefreshFailed,common_dex_index_refresh_failed,common,app\src\main\java\com\qimian233\ztool\viewmodel\AdvancedSettingsViewModel.kt;app\src\main\java\com\qimian233\ztool\viewmodel\HomeViewModel.kt
dexIndexRefreshed,common_dex_index_refreshed,common,app\src\main\java\com\qimian233\ztool\viewmodel\AdvancedSettingsViewModel.kt;app\src\main\java\com\qimian233\ztool\viewmodel\HomeViewModel.kt
disable_all_virus_scan,safe_center_disable_all_virus_scan,scope,app\src\main\java\com\qimian233\ztool\screens\safecenter\SafeCenterSettingsScreen.kt
disable_all_virus_scan_summary,safe_center_disable_all_virus_scan_summary,scope,app\src\main\java\com\qimian233\ztool\screens\safecenter\SafeCenterSettingsScreen.kt
disable_biometric_error_vibration_title,system_ui_misc_disable_biometric_error_vibration_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\misc\SystemUiMiscSettingsScreen.kt
disable_dock_bar_summary,launcher_disable_dock_bar_summary,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
disable_dock_bar_title,launcher_disable_dock_bar_title,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
disable_dock_warning_message,launcher_disable_dock_warning_message,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
disable_dock_warning_title,launcher_disable_dock_warning_title,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
disable_flag_secure_summary,system_framework_disable_flag_secure_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
disable_flag_secure_title,system_framework_disable_flag_secure_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
disable_force_stop_enable_summary,launcher_disable_force_stop_enable_summary,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
disable_force_stop_enable_title,launcher_disable_force_stop_enable_title,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
disable_force_stop_title,launcher_disable_force_stop_title,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
disable_guest_user_enable_summary,system_ui_misc_disable_guest_user_enable_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\misc\SystemUiMiscSettingsScreen.kt
disable_guest_user_enable_title,system_ui_misc_disable_guest_user_enable_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\misc\SystemUiMiscSettingsScreen.kt
disable_hbm_thermal_limit_summary,system_framework_disable_hbm_thermal_limit_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
disable_hbm_thermal_limit_title,system_framework_disable_hbm_thermal_limit_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
disable_nearby_share_auto_shutdown_title,mobile_desktop_disable_nearby_share_auto_shutdown_title,scope,app\src\main\java\com\qimian233\ztool\screens\mobiledesktop\MobileDesktopSettingsScreen.kt
disable_ota_auto_install_title,system_update_disable_ota_auto_install_title,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
disable_ota_notification_and_red_dot_summary,system_update_disable_ota_notification_and_red_dot_summary,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
disable_ota_notification_and_red_dot_title,system_update_disable_ota_notification_and_red_dot_title,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
disable_recent_app_display,launcher_disable_recent_app_display,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
disable_zui_applist_enable_summary,system_framework_disable_zui_applist_enable_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
disable_zui_applist_enable_title,system_framework_disable_zui_applist_enable_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
disable_zui_applist_title,system_framework_disable_zui_applist_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
displaySurfaceViewBackground,settings_display_surface_view_background,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\floatingwindow\FloatingWindow.kt
display_entry_in_settings,page_settings_display_entry_in_settings,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
display_entry_in_settings_summary,page_settings_display_entry_in_settings_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
display_seconds_summary,system_ui_status_bar_display_seconds_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
display_seconds_title,system_ui_status_bar_display_seconds_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
